,0,0,0,0,0
2025-12-04 17:04:10,4095,2285.83,0,13.4,58
2025-12-04 17:04:20,4095,2283.33,0,13.4,58
2025-12-04 17:04:28,4095,2281.67,0,13.4,58
2025-12-04 17:04:39,4095,2282.5,0,13.4,58
2025-12-04 17:05:45,4095,2288.33,0,13.4,58
2025-12-04 17:05:54,4095,2282.5,0,13.3,59
2025-12-04 17:06:02,4095,2276.67,0,13.3,59
2025-12-04 17:06:12,4095,2269.17,0,13.3,59
2025-12-04 17:06:25,4095,2257.5,0,13.3,59
2025-12-04 17:06:33,4095,2251.67,0,13.3,59
2025-12-04 17:06:42,4095,2242.5,0,13.3,59
2025-12-04 17:06:53,4095,2228.33,0,13.3,59
2025-12-04 17:07:01,4095,2218.33,0,13.3,59
2025-12-04 17:07:17,4095,2200,0,13.3,59
2025-12-04 17:07:28,4095,2184.17,0,13.3,59
2025-12-04 17:07:37,4095,2172.5,0,13.3,59
2025-12-04 17:07:45,4095,2159.17,0,13.3,59
2025-12-04 17:07:55,4095,2146.67,0,13.3,59
2025-12-04 17:08:03,4095,2129.17,0,13.1,59
2025-12-04 17:08:12,4095,2115.83,0,13,60
2025-12-04 17:08:20,4095,2102.5,0,13.1,60
2025-12-04 17:08:29,4095,2085.83,0,13.3,60
2025-12-04 17:08:41,4095,2064.17,0,13.3,60
2025-12-04 17:08:50,4095,2047.5,0,13.3,60
2025-12-04 17:08:58,4095,2032.5,0,13.3,60
2025-12-04 17:09:06,4095,2016.67,0,13.3,60
2025-12-04 17:09:16,4095,2000.83,0,13.3,60
2025-12-04 17:09:24,4095,1988.33,0,13.3,60
2025-12-04 17:09:34,4095,1970.83,0,13.3,60
2025-12-04 17:09:54,4095,1940.83,0,13.4,60
2025-12-04 17:10:03,4095,1930.83,0,13.3,60
2025-12-04 17:10:11,4095,1918.33,0,13.3,60
2025-12-04 17:10:20,4095,1909.17,0,13.4,60
2025-12-04 17:10:28,4095,1900,0,13.3,60
2025-12-04 17:10:37,4095,1891.67,0,13.4,60
2025-12-04 17:10:46,4095,1882.5,0,13.3,60
2025-12-04 17:10:54,4095,1873.33,0,13.4,60
2025-12-04 17:11:07,4095,1859.17,0,13.4,60
2025-12-04 17:11:20,4095,1845.83,0,13.3,60
2025-12-04 17:11:31,4095,1834.17,0,13.3,60
2025-12-04 17:11:39,4095,1825,0,13.3,60
2025-12-04 17:11:47,4095,1816.67,0,13.3,60
2025-12-04 17:11:58,4095,1801.67,0,13.3,60
2025-12-04 17:12:06,4095,1790.83,0,13.3,60
2025-12-04 17:12:14,4095,1780.83,0,13.3,60
2025-12-04 17:12:22,4095,1770.83,0,13.3,60
2025-12-04 17:12:30,4095,1757.5,0,13.3,60
2025-12-04 17:12:39,4095,1745.83,0,13.3,60
2025-12-04 17:12:48,4095,1733.33,0,13.3,60
2025-12-04 17:13:00,4095,1713.33,0,13.3,60
2025-12-04 17:13:11,4095,1697.5,0,13.3,60
2025-12-04 17:13:20,4095,1682.5,0,13.3,60
2025-12-04 17:13:28,4095,1669.17,0,13.3,60
2025-12-04 17:13:38,4095,1650.83,0,13.3,60
2025-12-04 17:13:48,4095,1632.5,0,13,60
2025-12-04 17:13:58,4095,1615,0,13,60
2025-12-04 17:14:06,4095,1597.5,0,13,60
2025-12-04 17:14:15,4095,1581.67,0,13,60
2025-12-04 17:14:46,4095,1525,0,13,60
2025-12-04 17:14:54,4095,1511.67,0,13,60
2025-12-04 17:15:02,4095,1498.33,0,13,60
2025-12-04 17:15:10,4095,1482.5,0,13,60
2025-12-04 17:15:20,4095,1464.17,0,13,60
2025-12-04 17:15:29,4095,1450.83,0,13,60
2025-12-04 17:15:37,4095,1434.17,0,13,60
2025-12-04 17:15:46,4095,1421.67,0,13,60
2025-12-04 17:15:54,4095,1407.5,0,13.1,60
2025-12-04 17:16:05,4095,1390.83,0,13,60
2025-12-04 17:16:13,4095,1375.83,0,13,60
2025-12-04 17:16:22,4095,1363.33,0,13,60
2025-12-04 17:16:31,4095,1349.17,0,13,60
2025-12-04 17:16:40,4095,1335,0,13,60
2025-12-04 17:16:52,4095,1314.17,0,13,60
2025-12-04 17:17:00,4095,1303.33,0,13,60
2025-12-04 17:17:09,4095,1290,0,13,60
2025-12-04 17:17:18,4095,1275,0,13,60
2025-12-04 17:17:35,4095,1250.83,0,13,60
2025-12-04 17:17:43,4095,1238.33,0,13,61
2025-12-04 17:17:52,4095,1225,0,13,61
2025-12-04 17:18:00,4095,1214.17,0,13,61
2025-12-04 17:18:09,4095,1202.5,0,13,61
2025-12-04 17:18:17,4095,1191.67,0,13,61
2025-12-04 17:18:25,4095,1181.67,0,13,61
2025-12-04 17:18:34,4095,1169.17,0,13,61
2025-12-04 17:18:43,4095,1158.33,0,13,61
2025-12-04 17:18:51,4095,1148.33,0,13,61
2025-12-04 17:18:59,4095,1139.17,0,13,61
2025-12-04 17:19:08,4095,1129.17,0,12.9,61
2025-12-04 17:19:16,4095,1117.5,0,13,61
2025-12-04 17:19:43,4095,1088.33,0,13,61
2025-12-04 17:19:55,4095,1075.83,0,12.9,60
2025-12-04 17:20:10,4095,1057.5,0,12.9,61
2025-12-04 17:20:21,4095,1046.67,0,12.6,61
2025-12-04 17:20:31,4095,1035.83,0,12.6,61
2025-12-04 17:20:39,4095,1027.5,0,12.6,61
2025-12-04 17:20:49,4095,1018.33,0,12.7,61
2025-12-04 17:21:43,4095,969.17,0,12.6,61
2025-12-04 17:21:52,4095,959.17,0,12.6,61
2025-12-04 17:22:00,4095,952.5,0,12.6,61
2025-12-04 17:22:24,4095,931.67,0,12.6,61
2025-12-04 17:22:33,4095,924.17,0,12.6,61
2025-12-04 17:22:42,4095,916.67,0,12.6,61
2025-12-04 17:22:55,4095,903.33,0,12.6,61
2025-12-04 17:23:04,4095,896.67,0,12.6,61
2025-12-04 17:23:37,4095,868.33,0,12.6,61
2025-12-04 17:23:45,4095,861.67,0,12.6,61
2025-12-04 17:23:53,4095,854.17,0,12.6,61
2025-12-04 17:24:02,4095,845,0,12.6,61
2025-12-04 17:24:10,4095,838.33,0,12.6,61
2025-12-04 17:24:27,4095,823.33,0,12.6,61
2025-12-04 17:24:36,4095,815.83,0,12.6,61
2025-12-04 17:24:45,4095,807.5,0,12.6,61
2025-12-04 17:24:54,4095,798.33,0,12.6,61
2025-12-04 17:25:08,4095,785,0,12.6,62
2025-12-04 17:25:17,4095,777.5,0,12.6,62
2025-12-04 17:25:26,4095,770.83,0,12.6,62
2025-12-04 17:25:34,4095,764.17,0,12.6,62
2025-12-04 17:25:45,4095,756.67,0,12.6,62
2025-12-04 17:25:53,4095,750,0,12.6,62
2025-12-04 17:26:23,4095,728.33,0,12.6,62
2025-12-04 17:26:35,4095,721.67,0,12.6,62
2025-12-04 17:26:46,4095,715,0,12.6,62
2025-12-04 17:27:02,4095,708.33,0,12.6,62
2025-12-04 17:27:10,4095,704.17,0,12.6,62
2025-12-04 17:27:19,4095,700,0,12.6,62
2025-12-04 17:27:49,4095,687.5,0,12.6,63
2025-12-04 17:27:58,4095,684.17,0,12.6,63
2025-12-04 17:28:09,4095,680,0,12.6,63
2025-12-04 17:28:17,4095,677.5,0,12.6,63
2025-12-04 17:28:26,4095,674.17,0,12.6,63
2025-12-04 17:28:34,4095,671.67,0,12.6,63
2025-12-04 17:28:42,4095,668.33,0,12.6,63
2025-12-04 17:28:50,4095,665,0,12.6,63
2025-12-04 17:28:59,4095,661.67,0,12.6,63
2025-12-04 17:29:07,4095,658.33,0,12.6,63
2025-12-04 17:29:17,4095,655,0,12.6,63
2025-12-04 17:29:26,4095,651.67,0,12.6,63
2025-12-04 17:29:34,4095,648.33,0,12.6,63
2025-12-04 17:29:42,4095,644.17,0,12.6,63
2025-12-04 17:29:50,4095,637.5,0,12.6,63
2025-12-04 17:29:59,4095,632.5,0,12.6,63
2025-12-04 17:30:08,4095,628.33,0,12.6,63
2025-12-04 17:30:19,4095,621.67,0,12.6,63
2025-12-04 17:30:31,4095,614.17,0,12.5,63
2025-12-04 17:30:45,4095,606.67,0,12.5,63
2025-12-04 17:30:54,4095,601.67,0,12.2,63
2025-12-04 17:31:03,4095,595.83,0,12.2,63
2025-12-04 17:31:11,4095,591.67,0,12.2,63
2025-12-04 17:31:20,4095,585,0,12.5,63
2025-12-04 17:31:28,4095,580.83,0,12.5,64
2025-12-04 17:31:37,4095,575,0,12.6,64
2025-12-04 17:31:45,4095,570.83,0,12.6,64
2025-12-04 17:31:53,4095,565.83,0,12.6,64
2025-12-04 17:32:02,4095,561.67,0,12.5,64
2025-12-04 17:32:10,4095,556.67,0,12.5,64
2025-12-04 17:32:18,4095,553.33,0,12.5,64
2025-12-04 17:32:28,4095,548.33,0,12.6,64
2025-12-04 17:32:37,4095,543.33,0,12.4,64
2025-12-04 17:32:46,4095,539.17,0,12.3,64
2025-12-04 17:32:56,4095,535,0,12.2,64
2025-12-04 17:33:04,4095,529.17,0,12.2,64
2025-12-04 17:33:13,4095,525,0,12.2,64
2025-12-04 17:33:21,4095,521.67,0,12.2,64
2025-12-04 17:33:30,4095,517.5,0,12.2,64
2025-12-04 17:33:39,4095,515,0,12.2,64
2025-12-04 17:33:47,4095,511.67,0,12.2,64
2025-12-04 17:33:55,4095,508.33,0,12.2,64
2025-12-04 17:34:04,4095,505.83,0,12.2,64
2025-12-04 17:34:12,4095,502.5,0,12.2,64
2025-12-04 17:34:21,4095,500,0,12.2,64
2025-12-04 17:34:29,4095,497.5,0,12.2,64
2025-12-04 17:34:37,4095,495,0,12.2,64
2025-12-04 17:34:46,4095,492.5,0,12.2,64
2025-12-04 17:34:56,4095,489.17,0,12.4,64
2025-12-04 17:35:05,4095,486.67,0,12.2,64
2025-12-04 17:35:13,4095,484.17,0,12.2,64
2025-12-04 17:35:22,4095,481.67,0,12.2,64
2025-12-04 17:35:31,4095,476.67,0,12.2,64
2025-12-04 17:35:40,4095,474.17,0,12.2,64
2025-12-04 17:36:04,4095,466.67,0,12.2,64
2025-12-04 17:36:16,4095,463.33,0,12.2,64
2025-12-04 17:36:24,4095,460.83,0,12.2,64
2025-12-04 17:36:39,4095,455,0,12.2,64
2025-12-04 17:36:47,4095,453.33,0,12.2,64
2025-12-04 17:36:56,4095,450.83,0,12.2,64
2025-12-04 17:37:13,4095,445.83,0,12.2,64
2025-12-04 17:37:22,4095,443.33,0,12.2,64
2025-12-04 17:37:31,4095,440.83,0,12.2,64
2025-12-04 17:37:39,4095,439.17,0,12.2,64
2025-12-04 17:37:49,4095,436.67,0,12.2,64
2025-12-04 17:38:03,4095,433.33,0,12.2,64
2025-12-04 17:38:11,4095,431.67,0,12.2,64
2025-12-04 17:38:19,4095,431.67,0,12.2,64
2025-12-04 17:38:28,4095,430,0,12.2,64
2025-12-04 17:38:36,4095,429.17,0,12.2,64
2025-12-04 17:38:44,4095,428.33,0,12.2,64
2025-12-04 17:39:08,4095,425,0,12.2,64
2025-12-04 17:39:16,4095,424.17,0,12.2,64
2025-12-04 17:39:24,4095,423.33,0,12.2,64
2025-12-04 17:39:33,4095,423.33,0,12.2,64
2025-12-04 17:39:41,4095,422.5,0,12.2,64
2025-12-04 17:39:49,4095,422.5,0,12.2,64
2025-12-04 17:39:57,4095,421.67,0,12.2,64
2025-12-04 17:40:05,4095,420.83,0,12.2,64
2025-12-04 17:40:13,4095,420.83,0,12.2,64
2025-12-04 17:40:21,4095,420,0,12.2,64
2025-12-04 17:40:29,4095,418.33,0,12.2,64
2025-12-04 17:40:38,4095,418.33,0,12.2,65
2025-12-04 17:40:46,4095,417.5,0,12.2,65
2025-12-04 17:40:56,4095,416.67,0,12.2,65
2025-12-04 17:41:05,4095,415.83,0,12.2,65
2025-12-04 17:41:13,4095,414.17,0,12.2,65
2025-12-04 17:41:21,4095,413.33,0,12.2,65
2025-12-04 17:41:29,4095,412.5,0,12.2,65
2025-12-04 17:41:38,4095,411.67,0,12.2,65
2025-12-04 17:41:46,4095,410.83,0,12.2,65
2025-12-04 17:41:54,4095,410,0,12.2,65
2025-12-04 17:42:02,4095,409.17,0,12.2,65
2025-12-04 17:42:11,4095,408.33,0,12.2,65
2025-12-04 17:42:20,4095,407.5,0,12.2,65
2025-12-04 17:42:28,4095,405.83,0,12.2,65
2025-12-04 17:42:37,4095,405,0,12.2,65
2025-12-04 17:42:45,4095,403.33,0,12.2,65
2025-12-04 17:42:53,4095,401.67,0,12.2,65
2025-12-04 17:43:02,4095,400.83,0,12.2,65
2025-12-04 17:43:10,4095,400,0,12.2,65
2025-12-04 17:43:18,4095,398.33,0,12.2,65
2025-12-04 17:43:26,4095,396.67,0,12.2,65
2025-12-04 17:43:34,4095,395.83,0,12.2,65
2025-12-04 17:43:42,4095,394.17,0,12.2,65
2025-12-04 17:43:51,4095,392.5,0,12.2,65
2025-12-04 17:43:59,4095,391.67,0,12.2,65
2025-12-04 17:44:07,4095,390.83,0,12.2,65
2025-12-04 17:44:15,4095,389.17,0,12.2,65
2025-12-04 17:44:23,4095,387.5,0,12.2,65
2025-12-04 17:44:33,4095,385.83,0,12.2,65
2025-12-04 17:44:41,4095,384.17,0,12.2,65
2025-12-04 17:44:49,4095,381.67,0,12.2,65
2025-12-04 17:45:04,4095,378.33,0,12.2,65
2025-12-04 17:45:18,4095,371.67,0,12.2,65
2025-12-04 17:45:26,4095,369.17,0,12.2,65
2025-12-04 17:45:35,4095,366.67,0,12.2,65
2025-12-04 17:45:43,4095,364.17,0,12.2,65
2025-12-04 17:45:52,4095,360.83,0,12.2,65
2025-12-04 17:46:00,4095,358.33,0,12.2,65
2025-12-04 17:46:09,4095,355.83,0,12.1,65
2025-12-04 17:46:17,4095,353.33,0,12.2,65
2025-12-04 17:46:26,4095,350.83,0,12.2,65
2025-12-04 17:46:34,4095,347.5,0,12.1,65
2025-12-04 17:46:42,4095,345,0,12.2,65
2025-12-04 17:46:49,4095,342.5,0,12.2,65
2025-12-04 17:46:58,4095,340,0,12.1,65
2025-12-04 17:47:06,4095,337.5,0,12.1,65
2025-12-04 17:47:17,4095,334.17,0,12.2,65
2025-12-04 17:47:42,4095,326.67,0,12.2,65
2025-12-04 17:47:59,4095,321.67,0,12.2,65
2025-12-04 17:48:07,4095,316.67,0,12.2,65
2025-12-04 17:48:15,4095,314.17,0,12.2,65
2025-12-04 17:48:23,4095,310.83,0,12.2,65
2025-12-04 17:48:31,4095,308.33,0,12.2,65
2025-12-04 17:48:39,4095,305,0,12.2,65
2025-12-04 17:48:47,4095,301.67,0,12.2,65
2025-12-04 17:48:55,4095,298.33,0,12.1,65
2025-12-04 17:49:05,4095,294.17,0,12.2,65
2025-12-04 17:49:13,4095,290,0,12.2,65
2025-12-04 17:49:23,4095,285.83,0,12.2,65
2025-12-04 17:49:31,4095,282.5,0,12.1,65
2025-12-04 17:49:40,4095,279.17,0,12.2,65
2025-12-04 17:49:48,4095,275.83,0,12.1,65
2025-12-04 17:49:57,4095,273.33,0,12.2,65
2025-12-04 17:50:05,4095,270,0,12.2,65
2025-12-04 17:50:14,4095,265,0,12.2,65
2025-12-04 17:50:22,4095,262.5,0,12.2,65
2025-12-04 17:50:32,4095,258.33,0,12.2,65
2025-12-04 17:50:45,4095,254.17,0,12.1,65
2025-12-04 17:50:53,4095,251.67,0,11.9,65
2025-12-04 17:51:01,4095,249.17,0,11.9,65
2025-12-04 17:51:10,4095,245.83,0,11.8,65
2025-12-04 17:51:18,4095,243.33,0,11.8,65
2025-12-04 17:51:26,4095,240,0,11.8,65
2025-12-04 17:51:36,4095,236.67,0,11.8,65
2025-12-04 17:51:57,4095,230,0,11.8,65
2025-12-04 17:52:05,4095,227.5,0,11.8,65
2025-12-04 17:52:17,4095,224.17,0,11.8,65
2025-12-04 17:52:26,4095,221.67,0,11.8,66
2025-12-04 17:52:34,4095,220,0,11.8,66
2025-12-04 17:52:44,4095,217.5,0,11.8,66
2025-12-04 17:52:52,4095,215.83,0,11.8,66
2025-12-04 17:53:07,4095,210.83,0,11.8,66
2025-12-04 17:53:18,4095,209.17,0,11.8,66
2025-12-04 17:53:27,4095,207.5,0,11.8,66
2025-12-04 17:53:35,4095,205,0,11.8,66
2025-12-04 17:53:44,4095,204.17,0,11.8,66
2025-12-04 17:53:52,4095,202.5,0,11.8,66
2025-12-04 17:54:10,4095,198.33,0,11.8,66
2025-12-04 17:54:19,4095,196.67,0,11.8,66
2025-12-04 17:54:27,4095,194.17,0,11.8,66
2025-12-04 17:54:37,4095,192.5,0,11.8,66
2025-12-04 17:54:46,4095,190,0,11.8,66
2025-12-04 17:54:55,4095,188.33,0,11.8,66
2025-12-04 17:55:04,4095,185.83,0,11.8,66
2025-12-04 17:55:12,4095,184.17,0,11.8,66
2025-12-04 17:55:20,4095,182.5,0,11.8,66
2025-12-04 17:55:28,4095,180.83,0,11.8,66
2025-12-04 17:55:37,4095,178.33,0,11.8,66
2025-12-04 17:55:45,4095,176.67,0,11.9,66
2025-12-04 17:55:53,4095,175,0,12.1,66
2025-12-04 17:56:02,4095,172.5,0,12.1,66
2025-12-04 17:56:10,4095,170.83,0,12.2,66
2025-12-04 17:56:18,4095,169.17,0,12.2,66
2025-12-04 17:56:27,4095,167.5,0,12.2,66
2025-12-04 17:56:35,4095,165.83,0,12.1,66
2025-12-04 17:56:43,4095,164.17,0,12.1,66
2025-12-04 17:56:51,4095,162.5,0,12.2,66
2025-12-04 17:56:59,4095,160.83,0,12.2,66
2025-12-04 17:57:07,4095,157.5,0,12.2,66
2025-12-04 17:57:15,4095,155.83,0,12,66
2025-12-04 17:57:24,4095,155,0,11.8,66
2025-12-04 17:57:32,4095,153.33,0,11.8,66
2025-12-04 17:57:41,4095,151.67,0,11.8,66
2025-12-04 17:57:51,4095,149.17,0,11.8,66
2025-12-04 17:57:59,4095,147.5,0,11.8,66
2025-12-04 17:58:09,4095,145,0,11.8,67
2025-12-04 17:58:21,4095,141.67,0,11.9,67
2025-12-04 17:58:30,4095,140,0,11.8,67
2025-12-04 17:58:38,4095,138.33,0,11.8,67
2025-12-04 17:58:46,4095,135.83,0,11.8,67
2025-12-04 17:58:54,4095,134.17,0,11.8,67
2025-12-04 17:59:03,4095,132.5,0,11.8,67
2025-12-04 17:59:13,4095,130.83,0,11.8,66
2025-12-04 17:59:21,4095,129.17,0,11.8,66
2025-12-04 17:59:30,4095,128.33,0,11.8,66
2025-12-04 17:59:38,4095,127.5,0,11.8,66
2025-12-04 17:59:48,4095,125.83,0,11.7,66
2025-12-04 17:59:57,4095,125,0,11.7,66
2025-12-04 18:00:54,4095,118.33,0,11.4,66
2025-12-04 18:02:09,4095,105,0,10.9,67
2025-12-04 18:02:17,4095,103.33,0,10.5,68
2025-12-04 18:02:25,4095,102.5,0,10.5,68
2025-12-04 18:02:43,4095,100.83,0,10.5,68
2025-12-04 18:02:51,4095,100,0,10.1,68
2025-12-04 18:03:00,4095,99.17,0,10.1,68
2025-12-04 18:03:10,4095,99.17,0,10,68
2025-12-04 18:03:18,4095,99.17,0,10,68
2025-12-04 18:03:32,4095,99.17,0,10,69
2025-12-04 18:03:40,4095,99.17,0,9.9,69
2025-12-04 18:03:48,4070,99.17,0,9.7,69
2025-12-04 18:03:57,4095,100,0,9.7,69
2025-12-04 18:04:05,4081,100.83,0,9.7,69
2025-12-04 18:04:13,3888,101.67,0,9.7,70
2025-12-04 18:04:23,3895,102.5,0,9.6,70
2025-12-04 18:04:39,3731,105,0,9.7,70
2025-12-04 18:04:50,3860,109.17,0,9.6,71
2025-12-04 18:04:58,3923,110.83,0,9.4,71
2025-12-04 18:05:29,4035,117.5,0,9.3,72
2025-12-04 18:05:38,3907,120.83,0,9.3,72
2025-12-04 18:05:49,3910,125,0,9.3,72
2025-12-04 18:06:04,4002,130.83,0,9.3,72
2025-12-04 18:06:14,4071,135,0,9.3,72
2025-12-04 18:06:23,4055,138.33,0,9.3,73
2025-12-04 18:06:33,4074,141.67,0,9.3,73
2025-12-04 18:06:41,3980,144.17,0,9.3,73
2025-12-04 18:06:50,4026,145.83,0,9.3,74
2025-12-04 18:06:58,3807,146.67,0,9.3,74
2025-12-04 18:07:06,3759,146.67,0,9.3,74
2025-12-04 18:07:14,3825,146.67,0,9.3,74
2025-12-04 18:07:24,3782,146.67,0,9.3,74
2025-12-04 18:07:32,3577,165.83,0,9.3,74
2025-12-04 18:07:40,3658,166.67,0,9.3,74
2025-12-04 18:07:48,3678,166.67,0,9.3,74
2025-12-04 18:07:57,3701,167.5,0,9.3,74
2025-12-04 18:08:07,3639,167.5,0,9.3,74
2025-12-04 18:08:20,3495,169.17,0,9.3,74
2025-12-04 18:08:28,3050,169.17,0,9.3,75
2025-12-04 18:08:46,3479,170.83,0,9.3,75
2025-12-04 18:08:55,3127,170.83,0,9.3,75
2025-12-04 18:09:07,3114,171.67,0,9.3,75
2025-12-04 18:09:22,3205,170.83,0,9.3,75
2025-12-04 18:09:30,3583,170.83,0,9,75
2025-12-04 18:09:39,3467,170,0,9.1,75
2025-12-04 18:09:47,2641,169.17,0,9.3,76
2025-12-04 18:09:55,2559,168.33,0,9.3,76
2025-12-04 18:10:03,2656,167.5,0,9.3,76
2025-12-04 18:10:12,2233,166.67,0,9.2,76
2025-12-04 18:10:20,2416,165.83,0,9,76
2025-12-04 18:10:28,2499,165,0,8.9,76
2025-12-04 18:10:37,2587,165,0,8.9,76
2025-12-04 18:10:46,3219,164.17,0,8.9,76
2025-12-04 18:10:54,3524,155.83,0,8.9,76
2025-12-04 18:11:02,3583,153.33,0,8.9,76
2025-12-04 18:11:11,3526,150.83,0,8.9,76
2025-12-04 18:11:21,3539,150,0,8.9,76
2025-12-04 18:11:32,3458,148.33,0,8.9,76
2025-12-04 18:11:42,3433,147.5,0,8.9,76
2025-12-04 18:11:53,3388,145.83,0,8.9,76
2025-12-04 18:12:01,3419,147.5,0,8.9,76
2025-12-04 18:12:12,3291,145.83,0,8.5,76
2025-12-04 18:12:20,3223,145,0,8.5,76
2025-12-04 18:12:29,3136,143.33,0,8.5,76
2025-12-04 18:12:37,3179,141.67,0,8.5,76
2025-12-04 18:12:46,3163,140,0,8.5,76
2025-12-04 18:12:55,3161,139.17,0,8.5,77
2025-12-04 18:13:03,3120,137.5,0,8.5,77
2025-12-04 18:13:11,3146,135.83,0,8.5,77
2025-12-04 18:13:20,3095,134.17,0,8.5,78
2025-12-04 18:13:28,3013,132.5,0,8.5,78
2025-12-04 18:13:36,2887,131.67,0,8.5,78
2025-12-04 18:13:52,2675,144.17,0,8.5,78
2025-12-04 18:14:01,2649,133.33,0,8.5,79
2025-12-04 18:14:10,2557,129.17,0,8.5,79
2025-12-04 18:14:34,2589,121.67,0,8.5,80
2025-12-04 18:14:50,2499,119.17,0,8.5,80
2025-12-04 18:14:58,2453,117.5,0,8.5,80
2025-12-04 18:15:07,2422,115.83,0,8.5,80
2025-12-04 18:15:18,2416,114.17,0,8.5,80
2025-12-04 18:15:31,2302,112.5,0,8.5,80
2025-12-04 18:15:43,2319,110.83,0,8.5,80
2025-12-04 18:15:53,2303,109.17,0,8.5,80
2025-12-04 18:16:01,2287,115,0,8.5,80
2025-12-04 18:16:10,2286,113.33,0,8.5,81
2025-12-04 18:16:18,2295,112.5,0,8.5,81
2025-12-04 18:16:28,2318,110.83,0,8.5,81
2025-12-04 18:16:37,2336,110,0,8.5,81
2025-12-04 18:16:45,2319,108.33,0,8.5,81
2025-12-04 18:16:54,2310,105,0,8.5,81
2025-12-04 18:17:02,2312,104.17,0,8.5,81
2025-12-04 18:17:11,2242,103.33,0,8.5,81
2025-12-04 18:17:19,2030,102.5,0,8.5,81
2025-12-04 18:17:27,1973,100.83,0,8.5,81
2025-12-04 18:17:36,1867,99.17,0,8.5,81
2025-12-04 18:17:45,1757,98.33,0,8.5,82
2025-12-04 18:17:53,1737,96.67,0,8.5,82
2025-12-04 18:18:02,1680,95.83,0,8.5,82
2025-12-04 18:18:10,1600,94.17,0,8.5,82
2025-12-04 18:18:19,1577,93.33,0,8.5,82
2025-12-04 18:18:28,1555,91.67,0,8.5,82
2025-12-04 18:18:36,1525,90.83,0,8.5,82
2025-12-04 18:18:45,1510,90,0,8.5,82
2025-12-04 18:18:53,1495,96.67,0,8.5,82
2025-12-04 18:19:02,1535,95,0,8.5,82
2025-12-04 18:19:10,1505,94.17,0,8.5,82
2025-12-04 18:19:19,1461,93.33,0,8.5,82
2025-12-04 18:19:29,1437,92.5,0,8.5,82
2025-12-04 18:19:37,1931,91.67,0,8.5,82
2025-12-04 18:19:46,1632,90.83,0,8.5,82
2025-12-04 18:19:55,1582,90,0,8.5,82
2025-12-04 18:20:03,1535,88.33,0,8.5,83
2025-12-04 18:20:12,1505,79.17,0,8.5,83
2025-12-04 18:20:22,1595,77.5,0,8.5,82
2025-12-04 18:20:31,1644,76.67,0,8.5,82
2025-12-04 18:20:39,2315,75.83,0,8.5,83
2025-12-04 18:20:48,2281,75,0,8.5,83
2025-12-04 18:20:56,2302,74.17,0,8.4,82
2025-12-04 18:21:05,2304,73.33,0,8.1,82
2025-12-04 18:21:18,2267,72.5,0,8.2,82
2025-12-04 18:21:35,2257,70.83,0,8.1,82
2025-12-04 18:21:50,1517,69.17,0,8.1,82
